year	district	crop	season	irrigation	soil_type	seed_variety	field_area	rainfall	yield
2019	rayagada	mung	zaid	drip	red_black	hybrid	4.23	225	1340
2019	rayagada	cotton	kharif	drip	saline	local	3.91	1037	1315
2019	rayagada	cotton	rabi	drip	lateritic	local	4.32	224	1338
2019	rayagada	sugarcane	kharif	canal	saline	local	2.02	1260	60568
2019	rayagada	sugarcane	rabi	none	saline	hybrid	3.15	159	65810
2019	rayagada	turmeric	kharif	lift	alluvial	hyv	2.65	1308	4591
2019	rayagada	turmeric	rabi	tubewell	saline	hybrid	4.01	252	4076
2019	sambalpur	rice	kharif	none	red_black	local	2.19	1474	2455
2019	sambalpur	rice	zaid	tubewell	lateritic	hybrid	2.07	72	3945
2019	sambalpur	maize	kharif	lift	red_black	local	4.0	1258	3338
2019	sambalpur	maize	rabi	none	red_black	hyv	3.06	183	3690
2019	sambalpur	maize	zaid	tubewell	alluvial	hybrid	1.12	298	5050
2019	sambalpur	wheat	kharif	lift	alluvial	hybrid	3.16	1074	4581
2019	sambalpur	wheat	rabi	tubewell	saline	hybrid	3.24	189	3304
2019	sambalpur	wheat	zaid	none	lateritic	local	4.51	134	2411
2019	sambalpur	groundnut	kharif	none	lateritic	hybrid	4.29	1412	2204
2019	sambalpur	groundnut	rabi	canal	red_black	hybrid	1.08	136	3009
2019	sambalpur	groundnut	zaid	drip	alluvial	hybrid	0.88	210	3069
2019	sambalpur	mung	kharif	drip	saline	local	3.63	1165	817
2019	sambalpur	mung	rabi	tubewell	lateritic	hybrid	2.31	100	1160
2019	sambalpur	mung	zaid	drip	lateritic	local	4.7	147	1025
2019	sambalpur	cotton	kharif	none	alluvial	hybrid	3.33	1306	1884
2019	sambalpur	cotton	rabi	drip	saline	hyv	2.94	197	1588
2019	sambalpur	sugarcane	kharif	lift	saline	hybrid	4.3	932	78729
2019	sambalpur	sugarcane	rabi	canal	lateritic	hyv	4.97	214	77272
2019	sambalpur	turmeric	kharif	drip	red_black	hybrid	2.86	990	6302
2019	sambalpur	turmeric	rabi	tubewell	red_black	local	3.63	219	5351
2019	sonepur	rice	kharif	canal	saline	hyv	3.77	1267	2882
2019	sonepur	rice	zaid	none	alluvial	local	1.76	249	2784
2019	sonepur	maize	kharif	canal	red_black	hyv	1.63	1202	4679
2019	sonepur	maize	rabi	lift	saline	local	1.13	206	2898
2019	sonepur	maize	zaid	canal	lateritic	hybrid	1.61	224	5109
2019	sonepur	wheat	kharif	drip	red_black	hyv	4.24	999	3837
2019	sonepur	wheat	rabi	drip	alluvial	hyv	2.32	225	4487
2019	sonepur	wheat	zaid	canal	lateritic	hybrid	3.93	288	4480
2019	sonepur	groundnut	kharif	lift	lateritic	hyv	2.25	975	2597
2019	sonepur	groundnut	rabi	lift	lateritic	hybrid	1.5	250	2497
2019	sonepur	groundnut	zaid	canal	alluvial	local	4.37	77	2689
2019	sonepur	mung	kharif	drip	saline	hyv	2.15	1301	1086
2019	sonepur	mung	rabi	drip	red_black	hyv	4.77	54	1217
2019	sonepur	mung	zaid	drip	red_black	hyv	3.98	116	1119
2019	sonepur	cotton	kharif	tubewell	alluvial	local	1.88	1491	1642
2019	sonepur	cotton	rabi	drip	alluvial	local	4.61	92	1766
2019	sonepur	sugarcane	kharif	none	lateritic	hybrid	4.25	1041	77194
2019	sonepur	sugarcane	rabi	canal	alluvial	local	4.27	128	78340
2019	sonepur	turmeric	kharif	none	red_black	hyv	2.54	1135	4360
2019	sonepur	turmeric	rabi	tubewell	alluvial	local	3.78	276	5067
2019	sundargarh	rice	kharif	tubewell	saline	hyv	3.78	899	3446
2019	sundargarh	rice	rabi	lift	saline	hyv	0.71	118	2878
2019	sundargarh	rice	zaid	tubewell	alluvial	hyv	4.78	59	4127
2019	sundargarh	maize	kharif	canal	lateritic	hyv	2.22	924	4176
2019	sundargarh	maize	rabi	drip	saline	hybrid	0.77	83	4172
2019	sundargarh	maize	zaid	lift	alluvial	hyv	2.12	181	3842
2019	sundargarh	wheat	kharif	drip	red_black	hyv	1.23	1138	3729
2019	sundargarh	wheat	rabi	drip	saline	hyv	0.76	247	3331
2019	sundargarh	wheat	zaid	drip	saline	hyv	2.93	270	3127
2019	sundargarh	groundnut	kharif	tubewell	lateritic	hyv	3.68	1485	2491
2019	sundargarh	groundnut	rabi	canal	red_black	hybrid	3.15	253	3076
2019	sundargarh	groundnut	zaid	canal	red_black	local	2.76	207	2033
2019	sundargarh	mung	kharif	none	alluvial	hybrid	2.43	939	1044
2019	sundargarh	mung	rabi	none	alluvial	local	1.2	213	829
2019	sundargarh	mung	zaid	tubewell	lateritic	local	4.81	274	853
2019	sundargarh	cotton	kharif	none	red_black	hyv	0.81	1148	1175
2019	sundargarh	cotton	rabi	lift	alluvial	hybrid	1.42	192	1887
2019	sundargarh	sugarcane	kharif	tubewell	alluvial	hyv	1.86	1337	109063
2019	sundargarh	sugarcane	rabi	drip	saline	hyv	3.14	175	89286
2019	sundargarh	turmeric	kharif	tubewell	saline	hybrid	4.96	1259	4399
2019	sundargarh	turmeric	rabi	lift	red_black	hybrid	2.36	83	5907
2020	angul	rice	kharif	canal	lateritic	hyv	1.8	871	4306
2020	angul	rice	zaid	tubewell	alluvial	hybrid	1.1	82	4541
2020	angul	maize	kharif	tubewell	lateritic	hybrid	0.53	894	4236
2020	angul	maize	rabi	none	saline	hybrid	0.54	112	2630
2020	angul	maize	zaid	lift	red_black	hyv	1.22	168	4042
2020	angul	wheat	kharif	canal	alluvial	hybrid	1.24	1331	4580
2020	angul	wheat	rabi	none	saline	local	4.04	172	2634
2020	angul	wheat	zaid	lift	red_black	hyv	3.86	210	3396
2020	angul	groundnut	kharif	canal	saline	local	2.21	833	1916
2020	angul	groundnut	rabi	canal	lateritic	hybrid	0.91	268	2956
2020	angul	groundnut	zaid	lift	saline	hybrid	2.99	150	2116
2020	angul	mung	kharif	none	lateritic	hybrid	2.48	1280	886
2020	angul	mung	rabi	tubewell	alluvial	hyv	3.59	251	1104
2020	angul	mung	zaid	tubewell	lateritic	local	1.97	197	865
2020	angul	cotton	kharif	drip	lateritic	hybrid	2.35	903	1757
2020	angul	cotton	rabi	lift	red_black	hybrid	4.34	127	1439
2020	angul	sugarcane	kharif	tubewell	lateritic	local	4.54	1172	73907
2020	angul	sugarcane	rabi	tubewell	lateritic	hyv	3.0	156	84534
2020	angul	turmeric	kharif	none	saline	hybrid	3.4	1304	4284
2020	angul	turmeric	rabi	tubewell	lateritic	hyv	1.8	196	6251
2020	balangir	rice	kharif	canal	red_black	hyv	3.1	1310	4310
2020	balangir	rice	zaid	none	lateritic	hyv	3.22	199	3175
2020	balangir	maize	kharif	lift	alluvial	local	3.07	965	3564
2020	balangir	maize	rabi	none	red_black	local	3.5	244	3086
2020	balangir	maize	zaid	drip	saline	hybrid	1.01	279	3888
2020	balangir	wheat	kharif	canal	lateritic	hybrid	4.78	1331	4761
2020	balangir	wheat	rabi	tubewell	lateritic	local	0.63	298	3713
2020	balangir	wheat	zaid	none	lateritic	hyv	2.29	270	3500
2020	balangir	groundnut	kharif	none	lateritic	local	0.67	1367	1554
2020	balangir	groundnut	rabi	lift	saline	hybrid	2.77	162	2195
2020	balangir	groundnut	zaid	canal	lateritic	hybrid	3.83	145	2866
2020	balangir	mung	kharif	drip	red_black	local	1.57	862	1050
2020	balangir	mung	rabi	none	lateritic	local	1.75	286	752
2020	balangir	mung	zaid	lift	alluvial	hybrid	4.35	78	1236
2020	balangir	cotton	kharif	lift	alluvial	hyv	4.26	1015	1500
2020	balangir	cotton	rabi	drip	alluvial	local	4.01	92	1789
2020	balangir	sugarcane	kharif	drip	red_black	hybrid	0.61	1289	99375
2020	balangir	sugarcane	rabi	canal	lateritic	local	3.25	51	70894
2020	balangir	turmeric	kharif	drip	saline	hyv	0.87	1311	5052
2020	balangir	turmeric	rabi	none	alluvial	local	2.29	237	4575
2020	balasore	rice	kharif	tubewell	alluvial	local	1.21	1271	4029
2020	balasore	rice	zaid	tubewell	alluvial	local	3.23	72	3543
2020	balasore	maize	kharif	none	alluvial	hyv	2.31	985	3373
2020	balasore	maize	rabi	none	alluvial	hybrid	3.75	235	4058
2020	balasore	maize	zaid	canal	saline	local	1.39	236	2986
2020	balasore	wheat	kharif	tubewell	alluvial	hyv	3.07	1145	4162
2020	balasore	wheat	rabi	tubewell	alluvial	hybrid	1.3	220	5070
2020	balasore	wheat	zaid	canal	alluvial	local	3.94	75	3454
2020	balasore	groundnut	kharif	none	red_black	local	4.05	1440	1898
2020	balasore	groundnut	rabi	drip	lateritic	hyv	4.37	133	2752
2020	balasore	groundnut	zaid	tubewell	lateritic	hybrid	1.79	265	2399
2020	balasore	mung	kharif	drip	lateritic	hybrid	4.31	1158	1492
2020	balasore	mung	rabi	lift	alluvial	hybrid	3.81	288	1028
2020	balasore	mung	zaid	tubewell	red_black	local	4.01	260	984
2020	balasore	cotton	kharif	none	alluvial	local	4.86	1082	1168
2020	balasore	cotton	rabi	tubewell	saline	hyv	2.97	149	1340
2020	balasore	sugarcane	kharif	canal	lateritic	local	4.31	876	72368
2020	balasore	sugarcane	rabi	tubewell	alluvial	local	4.96	158	96872
2020	balasore	turmeric	kharif	none	red_black	hybrid	1.23	1306	4596
2020	balasore	turmeric	rabi	canal	alluvial	local	3.2	234	4585
2020	bargarh	rice	kharif	none	saline	hyv	4.38	1033	2167
2020	bargarh	rice	rabi	canal	alluvial	hyv	1.94	90	4310
2020	bargarh	rice	zaid	none	lateritic	hybrid	3.7	113	2923
2020	bargarh	maize	kharif	none	alluvial	local	3.27	1215	3703
2020	bargarh	maize	rabi	lift	saline	hyv	2.4	209	3297
2020	bargarh	maize	zaid	none	red_black	hyv	3.16	139	3738
2020	bargarh	wheat	kharif	canal	red_black	hyv	4.3	1057	4380
2020	bargarh	wheat	rabi	lift	alluvial	local	4.27	161	3291
2020	bargarh	wheat	zaid	none	alluvial	local	3.0	254	3328
2020	bargarh	groundnut	kharif	drip	alluvial	local	1.43	1222	2810
2020	bargarh	groundnut	rabi	drip	lateritic	local	2.52	291	2182
2020	bargarh	groundnut	zaid	none	saline	local	2.41	53	1242
2020	bargarh	mung	kharif	drip	alluvial	hybrid	3.52	951	1407
2020	bargarh	mung	rabi	drip	alluvial	hybrid	0.99	65	1362
2020	bargarh	mung	zaid	lift	alluvial	local	2.79	76	941
2020	bargarh	cotton	kharif	tubewell	alluvial	hyv	3.71	848	1729
2020	bargarh	cotton	rabi	canal	red_black	hybrid	4.79	101	1795
2020	bargarh	sugarcane	kharif	lift	lateritic	local	3.67	1378	61306
2020	bargarh	sugarcane	rabi	lift	lateritic	hyv	2.89	140	82918
2020	bargarh	turmeric	kharif	lift	saline	hybrid	2.43	830	4074
2020	bargarh	turmeric	rabi	tubewell	alluvial	hybrid	0.52	221	6003
2020	bhadrak	rice	kharif	tubewell	saline	local	4.2	1250	2972
2020	bhadrak	rice	zaid	lift	saline	hyv	4.2	199	2210
2020	bhadrak	maize	kharif	none	lateritic	local	3.65	832	2977
2020	bhadrak	maize	rabi	none	red_black	hyv	2.37	297	3036
2020	bhadrak	maize	zaid	canal	alluvial	local	4.08	200	3426
2020	bhadrak	wheat	kharif	lift	saline	local	4.61	1470	2122
2020	bhadrak	wheat	rabi	canal	lateritic	hybrid	3.96	260	4478
2020	bhadrak	wheat	zaid	drip	red_black	hybrid	0.51	231	4207
2020	bhadrak	groundnut	kharif	none	red_black	local	0.69	1313	1859
2020	bhadrak	groundnut	rabi	none	red_black	hybrid	4.24	287	2467
2020	bhadrak	groundnut	zaid	lift	saline	hybrid	1.51	168	1721
2020	bhadrak	mung	kharif	drip	saline	hybrid	1.04	1417	1013
2020	bhadrak	mung	rabi	drip	red_black	local	2.35	75	1003
2020	bhadrak	mung	zaid	tubewell	lateritic	hyv	1.79	172	954
2020	bhadrak	cotton	kharif	drip	red_black	local	1.55	1130	1407
2020	bhadrak	cotton	rabi	lift	lateritic	local	3.82	221	1504
2020	bhadrak	sugarcane	kharif	drip	red_black	hybrid	3.06	1425	93391
2020	bhadrak	sugarcane	rabi	lift	alluvial	local	3.7	92	88349
2020	bhadrak	turmeric	kharif	lift	lateritic	local	1.46	1271	3807
2020	bhadrak	turmeric	rabi	drip	lateritic	local	0.9	90	4505
2020	boudh	rice	kharif	none	red_black	local	4.32	1358	3081
2020	boudh	rice	zaid	none	lateritic	hyv	3.58	196	3091
2020	boudh	maize	kharif	drip	saline	local	4.54	1255	2730
2020	boudh	maize	rabi	none	red_black	hybrid	2.79	267	4104
2020	boudh	maize	zaid	none	saline	hyv	1.87	244	2460
2020	boudh	wheat	kharif	none	saline	hyv	2.85	1038	2759
2020	boudh	wheat	rabi	drip	saline	hybrid	2.18	188	4317
2020	boudh	wheat	zaid	tubewell	alluvial	local	1.67	171	3193
2020	boudh	groundnut	kharif	canal	saline	hybrid	0.92	993	2382
2020	boudh	groundnut	rabi	lift	alluvial	hyv	3.18	215	2197
2020	boudh	groundnut	zaid	none	lateritic	hybrid	4.51	201	2367
2020	boudh	mung	kharif	canal	lateritic	hybrid	3.52	1316	1221
2020	boudh	mung	rabi	tubewell	saline	hybrid	3.88	221	982
2020	boudh	mung	zaid	lift	alluvial	hyv	0.69	232	1064
2020	boudh	cotton	kharif	none	red_black	local	4.06	1163	1172
2020	boudh	cotton	rabi	lift	alluvial	hyv	4.55	95	1741
2020	boudh	sugarcane	kharif	lift	red_black	hybrid	4.52	1371	94494
2020	boudh	sugarcane	rabi	tubewell	red_black	hybrid	2.2	288	86005
2020	boudh	turmeric	kharif	lift	saline	local	1.82	1419	3039
2020	boudh	turmeric	rabi	lift	red_black	hybrid	2.19	234	5577
2020	cuttack	rice	kharif	canal	saline	local	1.7	955	2781
2020	cuttack	rice	rabi	none	lateritic	hybrid	2.02	90	3168
2020	cuttack	rice	zaid	canal	lateritic	hybrid	2.33	82	3987
2020	cuttack	maize	kharif	none	lateritic	hyv	2.91	1313	3658
2020	cuttack	maize	rabi	tubewell	alluvial	hyv	1.12	172	4435
2020	cuttack	maize	zaid	tubewell	saline	hybrid	3.09	209	3694
2020	cuttack	wheat	kharif	none	alluvial	hyv	0.83	915	4275
2020	cuttack	wheat	rabi	drip	lateritic	hyv	3.48	213	5289
2020	cuttack	wheat	zaid	tubewell	lateritic	hybrid	2.33	171	4056
2020	cuttack	groundnut	kharif	lift	alluvial	hyv	1.34	1060	2431
2020	cuttack	groundnut	rabi	canal	alluvial	hyv	2.0	55	3153
2020	cuttack	groundnut	zaid	tubewell	red_black	hyv	3.88	117	2604
2020	cuttack	mung	kharif	none	alluvial	hyv	1.93	997	913
2020	cuttack	mung	rabi	canal	red_black	local	4.04	266	982
2020	cuttack	mung	zaid	none	saline	hybrid	2.68	241	943
2020	cuttack	cotton	kharif	none	lateritic	hybrid	1.66	1359	1593
2020	cuttack	cotton	rabi	none	alluvial	hyv	2.58	74	1618
2020	cuttack	sugarcane	kharif	canal	alluvial	hyv	1.72	907	104130
2020	cuttack	sugarcane	rabi	tubewell	red_black	hybrid	1.33	146	99135
2020	cuttack	turmeric	kharif	canal	saline	hybrid	3.48	1054	5217
2020	cuttack	turmeric	rabi	drip	saline	hybrid	3.28	288	5362
2020	deogarh	rice	kharif	drip	saline	hybrid	1.91	892	3995
2020	deogarh	rice	zaid	drip	red_black	hyv	4.12	81	3232
2020	deogarh	maize	kharif	drip	lateritic	hybrid	3.2	1289	4407
2020	deogarh	maize	rabi	canal	lateritic	hybrid	4.68	61	5025
2020	deogarh	maize	zaid	canal	alluvial	local	2.64	236	3867
2020	deogarh	wheat	kharif	none	lateritic	hybrid	2.92	1204	3784
2020	deogarh	wheat	rabi	tubewell	saline	hyv	1.62	215	3709
2020	deogarh	wheat	zaid	tubewell	alluvial	hybrid	3.11	203	4381
2020	deogarh	groundnut	kharif	none	saline	hyv	0.53	1471	1419
2020	deogarh	groundnut	rabi	drip	red_black	local	1.84	114	2670
2020	deogarh	groundnut	zaid	tubewell	alluvial	hyv	4.64	224	3141
2020	deogarh	mung	kharif	canal	saline	hyv	2.74	1246	763
2020	deogarh	mung	rabi	canal	lateritic	local	4.19	130	1084
2020	deogarh	mung	zaid	lift	red_black	hyv	3.9	278	963
2020	deogarh	cotton	kharif	none	saline	hyv	3.96	996	1257
2020	deogarh	cotton	rabi	drip	alluvial	hyv	1.09	144	2184
2020	deogarh	sugarcane	kharif	canal	saline	hyv	4.02	988	79387
2020	deogarh	sugarcane	rabi	lift	red_black	hybrid	1.8	211	78875
2020	deogarh	turmeric	kharif	canal	red_black	local	4.66	1491	4093
2020	deogarh	turmeric	rabi	lift	lateritic	local	1.03	96	3940
2020	dhenkanal	rice	kharif	lift	saline	hyv	3.62	1210	2761
2020	dhenkanal	rice	rabi	canal	alluvial	hyv	0.62	121	3315
2020	dhenkanal	rice	zaid	none	alluvial	hyv	4.6	258	3496
2020	dhenkanal	maize	kharif	canal	saline	local	0.53	1349	3229
2020	dhenkanal	maize	rabi	none	alluvial	hyv	3.15	173	4343
2020	dhenkanal	maize	zaid	lift	lateritic	local	4.44	202	2976
2020	dhenkanal	wheat	kharif	canal	saline	local	4.69	938	2505
2020	dhenkanal	wheat	rabi	lift	red_black	local	3.37	87	3161
2020	dhenkanal	wheat	zaid	none	lateritic	local	1.42	238	2591
2020	dhenkanal	groundnut	kharif	lift	red_black	local	2.44	1195	2096
2020	dhenkanal	groundnut	rabi	drip	alluvial	hyv	2.99	212	3380
2020	dhenkanal	groundnut	zaid	tubewell	red_black	hyv	4.77	82	2241
2020	dhenkanal	mung	kharif	none	lateritic	hybrid	1.96	1074	925
2020	dhenkanal	mung	rabi	none	alluvial	hybrid	4.75	217	1018
2020	dhenkanal	mung	zaid	canal	red_black	hybrid	2.6	272	1286
2020	dhenkanal	cotton	kharif	tubewell	alluvial	local	1.13	1258	1438
2020	dhenkanal	cotton	rabi	canal	saline	hybrid	4.73	71	1540
2020	dhenkanal	sugarcane	kharif	lift	saline	hyv	3.94	1100	60706
2020	dhenkanal	sugarcane	rabi	tubewell	saline	local	0.64	192	69281
2020	dhenkanal	turmeric	kharif	drip	saline	hybrid	1.26	1286	4533
2020	dhenkanal	turmeric	rabi	canal	alluvial	hybrid	2.94	67	7196
2020	gajapati	rice	kharif	drip	saline	local	4.22	1450	2649
2020	gajapati	rice	rabi	lift	lateritic	hyv	3.74	87	3165
2020	gajapati	rice	zaid	canal	lateritic	hyv	4.31	53	3844
2020	gajapati	maize	kharif	none	alluvial	hybrid	0.81	1251	4586
2020	gajapati	maize	rabi	lift	red_black	hybrid	4.57	138	4548
2020	gajapati	maize	zaid	tubewell	red_black	hyv	1.64	142	4351
2020	gajapati	wheat	kharif	canal	red_black	hyv	0.74	1347	3900
2020	gajapati	wheat	rabi	canal	alluvial	hyv	3.21	230	4084
2020	gajapati	wheat	zaid	drip	alluvial	local	3.39	283	4185
2020	gajapati	groundnut	kharif	canal	lateritic	hybrid	3.18	1267	2414
2020	gajapati	groundnut	rabi	drip	red_black	hybrid	3.81	195	3191
2020	gajapati	groundnut	zaid	drip	saline	hybrid	2.87	276	2534
2020	gajapati	mung	kharif	drip	alluvial	hyv	4.97	1392	1242
2020	gajapati	mung	rabi	tubewell	saline	local	1.73	85	756
2020	gajapati	mung	zaid	canal	saline	local	0.66	236	673
2020	gajapati	cotton	kharif	drip	saline	hybrid	1.64	1008	1451
2020	gajapati	cotton	rabi	drip	lateritic	hybrid	2.52	110	1962
2020	gajapati	sugarcane	kharif	drip	alluvial	local	4.89	1475	106483
2020	gajapati	sugarcane	rabi	drip	saline	local	2.26	291	74026
2020	gajapati	turmeric	kharif	drip	lateritic	local	2.83	850	5222
2020	gajapati	turmeric	rabi	drip	lateritic	local	1.16	79	4489
2020	ganjam	rice	kharif	none	lateritic	local	1.29	864	2339
2020	ganjam	rice	zaid	lift	saline	hyv	2.21	57	2184
2020	ganjam	maize	kharif	drip	saline	hybrid	2.24	885	3328
2020	ganjam	maize	rabi	canal	lateritic	hyv	2.23	65	3634
2020	ganjam	maize	zaid	tubewell	red_black	hyv	3.42	71	4315
2020	ganjam	wheat	kharif	drip	alluvial	hyv	1.74	1363	4995
2020	ganjam	wheat	rabi	tubewell	lateritic	hyv	1.89	200	4503
2020	ganjam	wheat	zaid	canal	alluvial	local	0.52	54	3954
2020	ganjam	groundnut	kharif	lift	saline	local	0.52	1085	1734
2020	ganjam	groundnut	rabi	canal	saline	hyv	4.25	281	1886
2020	ganjam	groundnut	zaid	none	saline	hyv	4.88	158	1739
2020	ganjam	mung	kharif	canal	alluvial	local	0.56	1179	1102
2020	ganjam	mung	rabi	canal	alluvial	hybrid	0.91	291	1454
2020	ganjam	mung	zaid	tubewell	red_black	local	4.13	75	971
2020	ganjam	cotton	kharif	lift	red_black	hybrid	2.61	815	1661
2020	ganjam	cotton	rabi	canal	lateritic	hyv	2.39	191	1508
2020	ganjam	sugarcane	kharif	tubewell	saline	hybrid	3.77	1214	79511
2020	ganjam	sugarcane	rabi	tubewell	saline	hybrid	2.57	109	66660
2020	ganjam	turmeric	kharif	drip	saline	hybrid	3.0	1379	5820
2020	ganjam	turmeric	rabi	none	saline	hybrid	4.98	174	4192
2020	jagatsinghpur	rice	kharif	drip	alluvial	hyv	0.64	1239	4933
2020	jagatsinghpur	rice	rabi	lift	alluvial	hybrid	2.55	227	3641
2020	jagatsinghpur	rice	zaid	drip	lateritic	local	0.6	160	2847
2020	jagatsinghpur	maize	kharif	canal	saline	hybrid	2.85	991	3663
2020	jagatsinghpur	maize	rabi	lift	alluvial	hyv	4.9	51	4241
2020	jagatsinghpur	maize	zaid	drip	red_black	local	4.73	142	4232
2020	jagatsinghpur	wheat	kharif	canal	red_black	local	2.57	892	3316
2020	jagatsinghpur	wheat	rabi	tubewell	saline	hyv	2.23	69	2938
2020	jagatsinghpur	wheat	zaid	none	lateritic	hyv	0.91	153	3425
2020	jagatsinghpur	groundnut	kharif	tubewell	saline	hyv	1.3	1288	1773
2020	jagatsinghpur	groundnut	rabi	canal	alluvial	hyv	0.74	283	2902
2020	jagatsinghpur	groundnut	zaid	canal	red_black	hyv	4.62	191	2189
2020	jagatsinghpur	mung	kharif	canal	red_black	hyv	2.69	1126	1214
2020	jagatsinghpur	mung	rabi	lift	lateritic	local	4.3	266	785
2020	jagatsinghpur	mung	zaid	canal	saline	local	3.7	237	656
2020	jagatsinghpur	cotton	kharif	none	alluvial	hybrid	2.3	1150	1860
2020	jagatsinghpur	cotton	rabi	lift	red_black	local	2.57	84	1205
2020	jagatsinghpur	sugarcane	kharif	canal	saline	local	2.76	1425	70253
2020	jagatsinghpur	sugarcane	rabi	canal	red_black	local	0.76	216	77660
2020	jagatsinghpur	turmeric	kharif	drip	lateritic	local	3.6	1046	5538
2020	jagatsinghpur	turmeric	rabi	none	lateritic	hyv	0.83	188	5209
2020	jajpur	rice	kharif	canal	alluvial	hyv	0.8	1375	4533
2020	jajpur	rice	zaid	none	alluvial	local	3.08	206	3141
2020	jajpur	maize	kharif	tubewell	saline	local	4.91	1122	3015
2020	jajpur	maize	rabi	tubewell	saline	local	3.86	142	2485
2020	jajpur	maize	zaid	tubewell	saline	local	4.19	61	2565
2020	jajpur	wheat	kharif	none	saline	local	4.14	1496	2302
2020	jajpur	wheat	rabi	none	alluvial	hyv	1.65	217	3942
2020	jajpur	wheat	zaid	none	red_black	hybrid	3.7	108	3709
2020	jajpur	groundnut	kharif	tubewell	saline	hyv	3.17	1222	2030
2020	jajpur	groundnut	rabi	canal	lateritic	hybrid	1.66	246	3069
2020	jajpur	groundnut	zaid	none	saline	hybrid	0.9	234	1867
2020	jajpur	mung	kharif	drip	lateritic	hyv	1.41	1351	1128
2020	jajpur	mung	rabi	none	lateritic	hybrid	3.98	135	860
2020	jajpur	mung	zaid	none	lateritic	hyv	3.99	153	965
2020	jajpur	cotton	kharif	tubewell	lateritic	local	2.61	1168	1352
2020	jajpur	cotton	rabi	lift	red_black	hybrid	3.94	136	1810
2020	jajpur	sugarcane	kharif	tubewell	saline	hybrid	0.77	1358	86471
2020	jajpur	sugarcane	rabi	lift	alluvial	hybrid	2.43	190	89280
2020	jajpur	turmeric	kharif	tubewell	red_black	hyv	4.69	1360	5525
2020	jajpur	turmeric	rabi	canal	lateritic	hyv	4.1	254	5325
2020	jharsuguda	rice	kharif	canal	saline	local	2.93	854	2506
2020	jharsuguda	rice	zaid	lift	red_black	hybrid	0.73	208	3293
2020	jharsuguda	maize	kharif	canal	red_black	local	2.14	1010	3488
2020	jharsuguda	maize	rabi	drip	lateritic	hybrid	4.21	188	5012
2020	jharsuguda	maize	zaid	canal	red_black	local	0.69	129	3739
2020	jharsuguda	wheat	kharif	none	alluvial	local	0.95	902	2695
2020	jharsuguda	wheat	rabi	lift	saline	local	3.2	86	2732
2020	jharsuguda	wheat	zaid	canal	red_black	hybrid	4.74	63	4429
2020	jharsuguda	groundnut	kharif	tubewell	lateritic	hybrid	0.61	1179	2875
2020	jharsuguda	groundnut	rabi	tubewell	red_black	hyv	3.64	95	2173
2020	jharsuguda	groundnut	zaid	none	alluvial	hybrid	1.11	130	2428
2020	jharsuguda	mung	kharif	drip	red_black	local	0.55	851	1152
2020	jharsuguda	mung	rabi	none	red_black	local	2.02	288	887
2020	jharsuguda	mung	zaid	tubewell	red_black	hybrid	3.59	162	1231
2020	jharsuguda	cotton	kharif	drip	red_black	local	2.47	1304	1346
2020	jharsuguda	cotton	rabi	none	saline	hybrid	1.36	202	1066
2020	jharsuguda	sugarcane	kharif	drip	alluvial	hyv	3.69	1174	109774
2020	jharsuguda	sugarcane	rabi	none	lateritic	hybrid	3.88	52	70665
2020	jharsuguda	turmeric	kharif	lift	red_black	hybrid	3.3	812	6275
2020	jharsuguda	turmeric	rabi	tubewell	alluvial	local	1.75	58	4687
2020	kalahandi	rice	kharif	tubewell	saline	local	2.78	1091	2797
2020	kalahandi	rice	rabi	drip	red_black	hybrid	3.26	106	3567
2020	kalahandi	rice	zaid	canal	lateritic	hybrid	2.12	112	4042
2020	kalahandi	maize	kharif	canal	red_black	local	0.71	834	3478
2020	kalahandi	maize	rabi	none	saline	hyv	3.06	214	2824
2020	kalahandi	maize	zaid	none	saline	hybrid	2.43	261	3372
2020	kalahandi	wheat	kharif	drip	alluvial	local	2.96	1288	4264
2020	kalahandi	wheat	rabi	canal	alluvial	hybrid	4.53	178	5572
2020	kalahandi	wheat	zaid	canal	lateritic	hybrid	4.5	99	3844
2020	kalahandi	groundnut	kharif	drip	red_black	hyv	3.11	1183	3064
2020	kalahandi	groundnut	rabi	tubewell	alluvial	local	2.27	244	2346
2020	kalahandi	groundnut	zaid	tubewell	red_black	hyv	0.54	139	2231
2020	kalahandi	mung	kharif	none	alluvial	hyv	1.46	1061	975
2020	kalahandi	mung	rabi	tubewell	saline	local	1.79	115	758
2020	kalahandi	mung	zaid	tubewell	alluvial	hybrid	1.34	229	1497
2020	kalahandi	cotton	kharif	tubewell	lateritic	local	1.88	871	1593
2020	kalahandi	cotton	rabi	none	alluvial	hybrid	0.68	157	1845
2020	kalahandi	sugarcane	kharif	none	red_black	local	0.53	1353	70153
2020	kalahandi	sugarcane	rabi	drip	saline	hybrid	1.64	276	72178
2020	kalahandi	turmeric	kharif	none	alluvial	hyv	2.27	939	4634
2020	kalahandi	turmeric	rabi	drip	alluvial	hyv	4.53	299	6251
2020	kandhamal	rice	kharif	lift	red_black	hybrid	3.0	1261	4328
2020	kandhamal	rice	zaid	drip	lateritic	local	1.27	247	3481
2020	kandhamal	maize	kharif	lift	red_black	local	2.28	1046	3033
2020	kandhamal	maize	rabi	lift	lateritic	local	4.48	144	2945
2020	kandhamal	maize	zaid	canal	lateritic	local	1.65	277	4121
2020	kandhamal	wheat	kharif	none	lateritic	local	4.58	1152	2476
